station,day,max_dewpoint_f,precip_in,avg_wind_speed_kts,max_rh
DSM,2023-10-26,65.0,1.26,7.355477,100.0
DSM,2023-10-27,63.0,0.02,12.540969,96.55186
DSM,2023-10-28,28.0,0.0,8.315789,81.630455
DSM,2023-10-29,28.0,0.0001,9.165969,81.630455
DSM,2023-10-30,24.0,0.0001,8.7522745,81.24543
DSM,2023-10-31,20.0,0.0001,12.673751,74.25711
DSM,2023-11-01,20.0,0.0,7.405465,84.32687
DSM,2023-11-02,32.0,0.0,4.974144,69.04303
DSM,2023-11-03,39.0,0.0,8.080836,70.63551
DSM,2023-11-04,36.0,0.0,2.6696863,92.32093
DSM,2023-11-05,52.0,0.0,8.424036,85.47583
DSM,2023-11-06,54.0,0.0,7.966835,92.83057
DSM,2023-11-07,43.0,0.0,9.026592,88.91966
DSM,2023-11-08,45.0,0.0,9.171943,82.64991
DSM,2023-11-09,31.0,0.0,8.873581,81.78129
DSM,2023-11-10,28.0,0.0,5.847387,78.0738
DSM,2023-11-11,32.0,0.0,10.49676,75.362
DSM,2023-11-12,38.0,0.0,9.4734125,62.576954
DSM,2023-11-13,31.0,0.0,3.8559322,72.53661
DSM,2023-11-14,38.0,0.0,9.134166,56.86149
DSM,2023-11-15,43.0,0.0,4.91696,73.96703
DSM,2023-11-16,47.0,0.0,10.667435,76.76395
DSM,2023-11-17,29.0,0.0,4.974594,75.16613
DSM,2023-11-18,32.0,0.0,2.8125436,59.27313
DSM,2023-11-19,35.0,0.0001,5.6543555,75.5557
DSM,2023-11-20,40.0,0.07,9.579498,89.05922
DSM,2023-11-21,38.0,0.0001,10.20384,92.4858
DSM,2023-11-22,26.0,0.0,7.408708,77.43654
DSM,2023-11-23,29.0,0.0,9.804116,72.10786
DSM,2023-11-24,12.0,0.0,8.081119,57.231598
DSM,2023-11-25,28.0,0.16,3.2454672,95.98612
DSM,2023-11-26,28.4,0.03,10.505306,95.856476
DSM,2023-11-27,19.0,0.0001,10.335687,83.98433
DSM,2023-11-28,22.0,0.0,6.4813514,83.70243
DSM,2023-11-29,31.0,0.0,6.311888,84.6589
DSM,2023-11-30,32.0,0.0,7.3247385,81.85604
DSM,2023-12-01,31.0,0.0,8.543662,81.85604
DSM,2023-12-02,30.0,0.0,3.5010452,81.7061
DSM,2023-12-03,31.0,0.0001,3.3101754,92.21943
DSM,2023-12-04,33.0,0.0001,6.4636364,88.729485
DSM,2023-12-05,30.0,0.0001,7.6784453,91.97475
DSM,2023-12-06,32.0,0.0,7.566593,91.90275
DSM,2023-12-07,43.0,0.0,8.067832,85.23134
DSM,2023-12-08,42.0,0.0,5.485371,79.27372
DSM,2023-12-09,29.0,0.0001,15.731629,78.42651
DSM,2023-12-10,21.0,0.0,7.0195804,84.32687
DSM,2023-12-11,24.0,0.0,4.6432056,87.972015
DSM,2023-12-12,24.0,0.0,5.136746,63.849762
DSM,2023-12-13,22.0,0.0001,2.7644598,61.089832
DSM,2023-12-14,31.0,0.0,5.172727,78.16274
DSM,2023-12-15,41.0,0.02,3.687108,92.550285
DSM,2023-12-16,41.0,0.14,6.9471397,100.0
DSM,2023-12-17,34.0,0.0,9.649604,88.77747
DSM,2023-12-18,27.0,0.0,10.822391,78.339096
DSM,2023-12-19,20.0,0.0,9.350724,76.965164
DSM,2023-12-20,29.0,0.0,5.646401,71.78017
DSM,2023-12-21,43.0,0.0001,4.949826,85.59587
DSM,2023-12-22,50.0,0.06,3.0536585,100.0
DSM,2023-12-23,47.0,0.0,6.3763065,100.0
DSM,2023-12-24,54.0,0.45,11.548737,96.41831
DSM,2023-12-25,51.0,0.8,9.276532,100.0
DSM,2023-12-26,30.0,0.01,8.665505,88.583694
DSM,2023-12-27,33.0,0.06,8.474825,93.02798
DSM,2023-12-28,31.0,0.0,10.191971,88.6326
DSM,2023-12-29,30.0,0.0,7.9454546,85.10684
DSM,2023-12-30,31.0,0.0001,9.194401,92.04581
DSM,2023-12-31,25.0,0.0001,11.296691,86.17592
DSM,2024-01-01,22.0,0.0,5.570126,81.088165
DSM,2024-01-02,30.0,0.0,5.4223,92.080986
DSM,2024-01-03,29.0,0.0,5.8055944,92.01039
DSM,2024-01-04,22.0,0.0,3.1283145,77.803856
DSM,2024-01-05,29.0,0.0001,5.8466897,92.18516
DSM,2024-01-06,30.0,0.01,3.4157302,96.00415
DSM,2024-01-07,27.0,0.01,7.981805,92.11594
DSM,2024-01-08,32.0,0.31,11.2464285,96.05751
DSM,2024-01-09,31.0,0.42,13.497343,96.03984
DSM,2024-01-10,25.0,0.06,8.269737,95.77957
DSM,2024-01-11,21.0,0.03,8.481618,88.12936
DSM,2024-01-12,14.0,0.43,16.076836,87.75744
DSM,2024-01-13,2.0,0.01,19.745132,84.43135
DSM,2024-01-14,-17.0,0.0,11.125649,73.5922
DSM,2024-01-15,-8.0,0.0,9.224163,77.60305
DSM,2024-01-16,-7.0,0.0,9.778014,74.050316
DSM,2024-01-17,13.0,0.0001,4.8480835,71.82985
DSM,2024-01-18,15.0,0.21,7.4293704,87.75744
DSM,2024-01-19,-1.0,0.0001,11.743947,78.67306
DSM,2024-01-20,-5.0,0.0,5.3456445,82.17948
DSM,2024-01-21,15.0,0.0,11.324464,75.359665
DSM,2024-01-22,32.0,0.0001,8.316356,96.05751
DSM,2024-01-23,33.0,0.05,5.138676,100.0
DSM,2024-01-24,35.0,0.0001,2.7930315,100.0
DSM,2024-01-25,35.6,0.35,1.9134682,100.0
DSM,2024-01-26,36.0,0.02,4.757997,100.0
DSM,2024-01-27,33.8,0.0,6.967944,100.0
DSM,2024-01-28,32.0,0.0001,5.0169015,100.0
DSM,2024-01-29,37.0,0.0001,6.481533,96.02206
DSM,2024-01-30,33.8,0.0,8.138732,92.25349
DSM,2024-01-31,40.0,0.0,5.4846153,100.0
DSM,2024-02-01,41.0,0.0,3.0926828,92.550285
DSM,2024-02-02,38.0,0.0,11.702279,100.0
DSM,2024-02-03,37.0,0.0,11.826304,92.35433
DSM,2024-02-04,33.0,0.0,6.8773518,100.0
DSM,2024-02-05,29.0,0.0,2.4609375,92.04581
DSM,2024-02-06,29.0,0.0,5.1149826,84.6589
DSM,2024-02-07,34.0,0.0,11.858198,57.298237
DSM,2024-02-08,42.0,0.0001,14.339219,82.150665
DSM,2024-02-09,33.0,0.0,8.824661,84.91722
DSM,2024-02-10,28.0,0.0,7.255454,84.85323
DSM,2024-02-11,27.0,0.0,2.9545193,88.18114
DSM,2024-02-12,28.0,0.0,4.096774,84.52733
DSM,2024-02-13,27.0,0.0,2.8083916,75.067375
DSM,2024-02-14,40.0,0.18,8.021692,82.509346
DSM,2024-02-15,38.0,0.01,9.414389,88.96647
DSM,2024-02-16,25.0,0.23,9.38933,92.04581
DSM,2024-02-17,15.0,0.0,10.44964,79.40608
DSM,2024-02-18,24.0,0.0,6.534495,74.66679
DSM,2024-02-19,28.0,0.0,6.34342,84.46092
DSM,2024-02-20,28.0,0.0,6.9759717,78.251175
DSM,2024-02-21,34.0,0.0,6.0007114,67.424904
DSM,2024-02-22,33.0,0.0,7.4251966,64.62735
DSM,2024-02-23,33.0,0.0,9.9512615,81.630455
DSM,2024-02-24,29.0,0.0,8.039045,72.10786
DSM,2024-02-25,31.0,0.0,3.8444757,78.42651
DSM,2024-02-26,36.0,0.0,9.320824,66.94042
DSM,2024-02-27,33.0,0.0001,9.32622,76.86922
DSM,2024-02-28,5.0,0.0,11.256783,63.95766
DSM,2024-02-29,15.0,0.0,10.546255,54.592003
DSM,2024-03-01,34.0,0.0,9.9105625,72.85219
DSM,2024-03-02,42.0,0.0,12.081752,85.16928
DSM,2024-03-03,48.0,0.0,15.113365,69.269226
DSM,2024-03-04,38.0,0.01,10.857891,79.27372
DSM,2024-03-05,34.0,0.0,4.7821784,75.362
DSM,2024-03-06,36.0,0.0,6.0055943,81.40082
DSM,2024-03-07,43.0,0.07,8.863558,92.645485
DSM,2024-03-08,42.0,0.16,10.764621,92.61395
DSM,2024-03-09,22.0,0.0,8.291269,74.25711
DSM,2024-03-10,25.0,0.0,4.8683276,68.07961
DSM,2024-03-11,37.0,0.0,12.450114,60.109863
DSM,2024-03-12,42.0,0.0,6.6099644,68.480316
DSM,2024-03-13,48.0,0.0001,5.625263,82.438446
DSM,2024-03-14,53.0,0.46,8.095342,96.403
DSM,2024-03-15,39.0,0.0,7.729807,78.77122
DSM,2024-03-16,36.0,0.0,13.335965,75.84226
DSM,2024-03-17,21.0,0.0,12.082726,68.80594
DSM,2024-03-18,12.0,0.0001,10.382418,61.945312
DSM,2024-03-19,30.0,0.0,10.698448,47.084305
DSM,2024-03-20,23.0,0.0,8.872534,46.389618
DSM,2024-03-21,19.0,0.0,9.139373,60.388374
DSM,2024-03-22,32.0,0.43,9.346514,92.287315
DSM,2024-03-23,29.0,0.0001,7.571326,75.45912
DSM,2024-03-24,39.0,0.51,10.194366,88.825165
DSM,2024-03-25,50.0,0.37,10.756565,86.17496
DSM,2024-03-26,46.0,0.37,15.463625,96.1611
DSM,2024-03-27,20.0,0.0,9.865328,71.3349
DSM,2024-03-28,33.0,0.0,5.284397,69.04303
DSM,2024-03-29,46.0,0.0001,9.296405,67.183876
DSM,2024-03-30,42.0,0.0,8.828802,82.509346
DSM,2024-03-31,45.0,0.0001,9.735915,82.78886
DSM,2024-04-01,47.0,0.07,11.53207,96.309044
DSM,2024-04-02,40.0,0.26,11.7698,96.17797
DSM,2024-04-03,35.0,0.0001,16.00616,79.02461
DSM,2024-04-04,30.0,0.0,8.797857,74.96806
DSM,2024-04-05,32.0,0.0,5.160969,88.583694
DSM,2024-04-06,35.0,0.04,15.882978,72.642365
DSM,2024-04-07,45.0,0.11,14.529716,79.437454
DSM,2024-04-08,41.0,0.0,10.924699,82.438446
DSM,2024-04-09,38.0,0.0,6.210601,82.150665
DSM,2024-04-10,38.0,0.0,3.677098,65.13339
DSM,2024-04-11,43.0,0.05,15.3293915,82.71959
DSM,2024-04-12,37.0,0.0,11.198462,70.41501
DSM,2024-04-13,48.0,0.0,8.791987,55.432976
DSM,2024-04-14,51.0,0.0,7.813475,62.48991
DSM,2024-04-15,39.0,0.0,11.630277,38.048283
DSM,2024-04-16,63.0,0.46,14.51391,93.236496
DSM,2024-04-17,51.0,0.01,13.475705,89.54945
DSM,2024-04-18,47.0,0.35,8.80493,92.7389
DSM,2024-04-19,32.0,0.0,9.716918,78.42651
DSM,2024-04-20,27.0,0.0,10.025129,63.58552
DSM,2024-04-21,27.0,0.0,7.233168,75.067375
DSM,2024-04-22,41.0,0.0,11.174188,52.76078
DSM,2024-04-23,42.0,0.0,8.282718,71.17694
DSM,2024-04-24,39.0,0.0,5.777143,76.309425
DSM,2024-04-25,43.0,0.0,12.916289,71.17694
DSM,2024-04-26,61.0,0.67,14.793103,93.693306
DSM,2024-04-27,61.0,0.14,8.1413355,89.96762
DSM,2024-04-28,62.0,0.23,7.5180817,93.15243
DSM,2024-04-29,53.0,0.0,9.65139,89.24132
DSM,2024-04-30,60.8,0.16,7.3578467,93.12406
DSM,2024-05-01,54.0,0.11,6.8133802,86.11859
DSM,2024-05-02,59.0,0.49,8.5710125,96.41831
DSM,2024-05-03,51.0,0.0,5.472535,100.0
DSM,2024-05-04,57.2,0.53,8.57764,89.80336
DSM,2024-05-05,47.0,0.0,4.6924715,92.58222
DSM,2024-05-06,60.0,0.02,11.1794195,78.22015
DSM,2024-05-07,61.0,0.86,9.837861,96.4786
DSM,2024-05-08,59.0,0.14,7.125461,86.77358
DSM,2024-05-09,57.0,0.01,6.942071,89.54945
DSM,2024-05-10,51.0,0.0,6.929964,92.86074
DSM,2024-05-11,44.0,0.0,6.2214866,71.17694
DSM,2024-05-12,59.0,0.1,7.7639704,80.90465
DSM,2024-05-13,61.0,0.23,4.564482,93.15243
DSM,2024-05-14,60.0,0.0,7.0363636,86.66759
DSM,2024-05-15,61.0,0.0001,6.068214,96.46368
DSM,2024-05-16,59.0,0.0,6.227208,93.12406
DSM,2024-05-17,56.0,0.0,5.954015,74.73801
DSM,2024-05-18,63.0,0.0,9.621044,75.47732
DSM,2024-05-19,60.0,0.74,8.108774,89.926926
DSM,2024-05-20,67.0,0.54,6.85036,96.55186
DSM,2024-05-21,70.0,1.58,11.715953,93.236496
DSM,2024-05-22,51.0,0.0,8.799273,80.07423
DSM,2024-05-23,58.0,0.0001,8.611756,77.3798
DSM,2024-05-24,66.0,0.29,10.25707,89.844795
DSM,2024-05-25,51.0,0.0001,7.93106,86.11859
DSM,2024-05-26,61.0,0.15,6.9768953,93.12406
DSM,2024-05-27,60.0,0.26,6.796838,92.92053
DSM,2024-05-28,52.0,0.0,6.91763,86.2867
DSM,2024-05-29,51.0,0.0,3.6448047,86.2867
DSM,2024-05-30,56.0,0.0,10.74216,66.82998
DSM,2024-05-31,56.0,0.0001,8.190209,67.63664
DSM,2024-06-01,60.0,0.0,3.6552217,80.83122
DSM,2024-06-02,64.0,0.0,8.898455,89.96762
DSM,2024-06-03,68.0,0.0,9.189797,81.40747
DSM,2024-06-04,69.0,0.63,6.353901,93.34623
DSM,2024-06-05,61.0,0.0001,7.902134,86.87835
DSM,2024-06-06,46.0,0.0,10.924299,48.122982
DSM,2024-06-07,58.0,0.02,3.9333334,60.46652
DSM,2024-06-08,65.0,0.0,6.8338127,75.835594
DSM,2024-06-09,53.0,0.0,6.208696,86.45185
DSM,2024-06-10,54.0,0.0,5.249799,66.59451
DSM,2024-06-11,59.0,0.0001,7.03125,59.80411
DSM,2024-06-12,62.0,0.0,7.834112,75.56758
DSM,2024-06-13,69.0,0.0,7.4331117,70.97356
DSM,2024-06-14,59.0,0.0,5.4320283,80.7574
DSM,2024-06-15,65.0,0.1,9.832896,84.155464
DSM,2024-06-16,70.0,0.13,10.380359,90.12802
DSM,2024-06-17,70.0,0.0,10.62531,73.87405
DSM,2024-06-18,70.0,0.22,13.163043,90.20681
DSM,2024-06-19,68.0,0.22,5.6692524,93.37325
DSM,2024-06-20,70.0,0.37,3.36887,96.58053
DSM,2024-06-21,74.0,0.0001,8.982009,90.39978
DSM,2024-06-22,74.0,0.0001,11.329555,76.18654
DSM,2024-06-23,68.0,0.0,5.574377,90.167534
DSM,2024-06-24,75.0,0.01,10.512698,81.54764
DSM,2024-06-25,78.8,1.13,9.516519,96.60884
DSM,2024-06-26,69.0,0.0,6.664539,93.37325
DSM,2024-06-27,69.0,0.01,6.2731214,81.61716
DSM,2024-06-28,73.0,1.29,10.195652,93.34623
DSM,2024-06-29,72.0,0.0,7.572388,96.6368
DSM,2024-06-30,54.0,0.0,6.1118326,77.721375
DSM,2024-07-01,53.0,0.0001,11.105645,74.925735
DSM,2024-07-02,75.0,1.85,5.9141107,96.53739
DSM,2024-07-03,70.0,0.0,4.5768404,96.65066
DSM,2024-07-04,68.0,0.02,5.617712,93.319046
DSM,2024-07-05,63.0,0.0,8.515103,86.98191
DSM,2024-07-06,66.0,0.0001,4.2739434,93.09552
DSM,2024-07-07,69.0,1.41,5.2228694,96.56624
DSM,2024-07-08,65.0,0.0,3.4624908,93.180626
DSM,2024-07-09,65.0,0.0,4.0511923,87.03324
DSM,2024-07-10,69.0,0.15,3.3733048,90.08828
DSM,2024-07-11,66.0,0.0,5.3067136,86.98191
DSM,2024-07-12,72.0,0.0,8.419149,86.98191
DSM,2024-07-13,74.0,0.0,8.972398,84.39787
DSM,2024-07-14,76.0,0.0,9.137608,76.61518
DSM,2024-07-15,77.0,0.0001,5.2427745,90.32327
DSM,2024-07-16,71.0,0.0001,5.4504952,87.38443
DSM,2024-07-17,63.0,0.0,5.655634,86.930275
DSM,2024-07-18,56.0,0.0,3.5771716,83.52506
DSM,2024-07-19,61.0,0.0001,5.8058324,72.52157
DSM,2024-07-20,64.0,0.14,4.171086,96.56624
DSM,2024-07-21,66.0,0.0,1.7376238,93.236496
DSM,2024-07-22,67.0,0.22,2.663411,87.08428
DSM,2024-07-23,68.0,0.0,4.236749,90.0483
DSM,2024-07-24,72.0,0.04,3.744253,87.33512
DSM,2024-07-25,71.0,0.0,8.665962,93.40011
DSM,2024-07-26,75.0,0.0,9.204432,90.28468
DSM,2024-07-27,72.0,0.0,8.650108,90.36164
DSM,2024-07-28,71.0,0.06,8.444526,90.28468
DSM,2024-07-29,73.0,0.49,4.3102455,100.0
DSM,2024-07-30,72.0,1.06,8.689741,93.34623
DSM,2024-07-31,78.0,3.55,9.1239,90.437706
DSM,2024-08-01,69.0,0.0,8.013514,87.18548
DSM,2024-08-02,72.0,0.0,6.0321903,90.20681
DSM,2024-08-03,72.0,0.0,3.9434628,93.40011
DSM,2024-08-04,76.0,0.0,7.53343,87.28552
DSM,2024-08-05,75.0,0.0,6.192226,79.39962
DSM,2024-08-06,73.0,0.0001,8.862446,87.23564
DSM,2024-08-07,62.0,0.0,3.842403,89.926926
DSM,2024-08-08,65.0,0.01,7.5049157,86.98191
DSM,2024-08-09,52.0,0.0,8.355409,80.22901
DSM,2024-08-10,56.0,0.0,4.7163763,80.305756
DSM,2024-08-11,60.0,0.0,3.4085014,86.56035
DSM,2024-08-12,64.0,0.53,7.3019524,96.56624
DSM,2024-08-13,65.0,0.0001,5.3923345,96.58053
DSM,2024-08-14,71.0,1.02,9.45764,96.58053
DSM,2024-08-15,72.0,0.1,6.256629,93.40011
DSM,2024-08-16,69.0,0.0,6.7813478,90.24586
DSM,2024-08-17,65.0,0.0,8.814235,90.00808
DSM,2024-08-18,65.0,0.0,4.3578715,93.20864
DSM,2024-08-19,64.0,0.0,5.286316,93.26418
DSM,2024-08-20,63.0,0.09,4.119497,89.80336
DSM,2024-08-21,63.0,0.05,7.2383275,93.236496
DSM,2024-08-22,58.0,0.0,8.404003,83.46003
DSM,2024-08-23,64.0,0.0,7.078746,80.533455
DSM,2024-08-24,72.0,0.0,8.639748,84.03221
DSM,2024-08-25,77.0,0.0,8.850871,81.61716
DSM,2024-08-26,78.0,0.0,6.3219514,87.5307
DSM,2024-08-27,74.0,0.08,5.521868,87.48222
DSM,2024-08-28,72.0,0.0,5.706309,94.05696
DSM,2024-08-29,73.0,0.89,8.527799,93.4268
DSM,2024-08-30,69.0,0.13,4.4774647,96.6368
DSM,2024-08-31,63.0,0.0,3.6391609,93.180626
DSM,2024-09-01,62.0,0.0,7.5244756,83.97006
DSM,2024-09-02,54.0,0.0,5.4291754,86.17496
DSM,2024-09-03,55.0,0.0,7.0726886,75.01887
DSM,2024-09-04,59.0,0.0,6.847659,77.3798
DSM,2024-09-05,66.0,0.0001,6.4238596,73.59218
DSM,2024-09-06,54.0,0.0,6.902439,86.2867
DSM,2024-09-07,49.0,0.0,3.3163922,89.37499
DSM,2024-09-08,52.0,0.0,5.011888,76.9423
DSM,2024-09-09,54.0,0.0,6.62028,74.356575
DSM,2024-09-10,52.0,0.0,8.840877,59.80411
DSM,2024-09-11,57.0,0.0,6.213287,72.11727
DSM,2024-09-12,59.0,0.0,6.9417267,83.65401
DSM,2024-09-13,64.0,0.0,7.152482,78.5439
DSM,2024-09-14,67.0,0.0,4.7846155,90.167534
DSM,2024-09-15,67.0,0.0,5.5732393,90.167534
DSM,2024-09-16,65.0,0.0,6.3420496,84.03221
DSM,2024-09-17,65.0,0.0,8.22386,84.03221
DSM,2024-09-18,66.0,0.0,8.701637,72.81946
DSM,2024-09-19,71.0,0.0001,8.19612,84.51706
DSM,2024-09-20,70.0,0.0,3.2634146,96.58053
DSM,2024-09-21,71.0,0.29,8.53149,87.18548
DSM,2024-09-22,63.0,0.31,6.5289197,93.0668
DSM,2024-09-23,59.0,0.0,3.9171975,83.7815
DSM,2024-09-24,60.0,0.0001,2.8529618,93.12406
DSM,2024-09-25,55.0,0.0,2.3937063,92.92053
DSM,2024-09-26,56.0,0.0,1.5071023,92.92053
DSM,2024-09-27,54.0,0.0,4.744039,89.63511
DSM,2024-09-28,58.0,0.0,7.1693835,77.721375
DSM,2024-09-29,57.0,0.0,4.2363634,86.56035
DSM,2024-09-30,62.0,0.0,7.511888,80.533455
DSM,2024-10-01,40.0,0.0,7.30703,61.191265
DSM,2024-10-02,42.0,0.0,7.7688823,68.13375
DSM,2024-10-03,46.0,0.0001,9.074101,74.065186
DSM,2024-10-04,54.0,0.2,9.28,77.551506
DSM,2024-10-05,61.0,0.0,9.211899,93.03791
DSM,2024-10-06,42.0,0.0,8.830614,61.32375
DSM,2024-10-07,41.0,0.0,2.2827783,85.59587
DSM,2024-10-08,42.0,0.0,3.1970444,68.480316
DSM,2024-10-09,46.0,0.0,3.2140017,61.191265
DSM,2024-10-10,47.0,0.0,4.7797203,79.91771
DSM,2024-10-11,56.0,0.0,5.7929826,66.712524
DSM,2024-10-12,54.0,0.0,4.7943463,77.46588
DSM,2024-10-13,49.0,0.0,10.673636,92.769646
DSM,2024-10-14,33.0,0.0,5.9455447,78.685776
DSM,2024-10-15,33.0,0.0001,7.137063,75.45912
DSM,2024-10-16,33.0,0.0,4.730769,92.25349
DSM,2024-10-17,29.0,0.0,10.336121,64.37064
DSM,2024-10-18,38.0,0.0,10.5,55.5801
DSM,2024-10-19,37.0,0.0,7.33986,67.781975
DSM,2024-10-20,47.0,0.0,7.503198,56.59323
DSM,2024-10-21,46.0,0.0001,7.5351315,63.48459
DSM,2024-10-22,52.0,0.06,8.271174,80.305756
DSM,2024-10-23,47.0,0.01,6.6160398,76.674034
DSM,2024-10-24,47.0,0.02,8.010963,75.93673
DSM,2024-10-25,48.0,0.0,7.2332153,82.99428
DSM,2024-10-26,33.0,0.0,5.5310106,81.85604
DSM,2024-10-27,44.0,0.0,8.387329,64.37064
DSM,2024-10-28,58.0,0.0,11.027347,77.29324
DSM,2024-10-29,59.0,0.0,15.9163265,61.24285
DSM,2024-10-30,63.0,1.76,10.9009905,100.0
DSM,2024-10-31,60.0,0.05,10.367252,100.0
DSM,2024-11-01,40.0,0.0,5.252265,88.6326
DSM,2024-11-02,47.0,0.8,7.5330796,92.769646
DSM,2024-11-03,60.0,0.6,8.329787,100.0
DSM,2024-11-04,61.0,0.21,6.756338,100.0
DSM,2024-11-05,51.0,0.1,6.8275614,100.0
DSM,2024-11-06,42.0,0.0,3.1893408,100.0
DSM,2024-11-07,44.0,0.0,1.4957924,100.0
DSM,2024-11-08,45.0,0.0,2.3885756,96.19473
DSM,2024-11-09,49.0,0.16,10.1125,100.0
DSM,2024-11-10,50.0,0.0,9.751511,96.356476
DSM,2024-11-11,42.0,0.0,6.617051,92.61395
DSM,2024-11-12,38.0,0.0,10.479548,85.536026
DSM,2024-11-13,44.0,0.42,7.5734267,100.0
DSM,2024-11-14,44.0,0.0001,7.704354,96.26069
DSM,2024-11-15,43.0,0.0,6.2942,100.0
DSM,2024-11-16,45.0,0.01,12.090909,82.438446
DSM,2024-11-17,45.0,0.0,3.6566012,89.28615
DSM,2024-11-18,60.0,0.5,11.618421,100.0
DSM,2024-11-19,51.0,0.0001,12.712774,96.372086
DSM,2024-11-20,30.0,0.0001,13.755309,81.7061
DSM,2024-11-21,28.0,0.0001,15.807656,81.55437
DSM,2024-11-22,30.0,0.0,6.053147,92.15066
DSM,2024-11-23,33.0,0.0,5.0599303,92.15066
DSM,2024-11-24,43.0,0.0,5.4989443,88.68119
DSM,2024-11-25,39.2,0.0,13.975705,88.96647
DSM,2024-11-26,25.0,0.0,6.205575,80.604866
DSM,2024-11-27,28.0,0.0,6.2585607,84.91722
DSM,2024-11-28,21.0,0.0001,12.133876,81.088165
DSM,2024-11-29,10.0,0.0001,10.102583,80.01833
DSM,2024-11-30,13.0,0.0,6.428171,83.98433
DSM,2024-12-01,13.0,0.0,5.9244757,83.98433
DSM,2024-12-02,20.0,0.03,6.8250895,91.866394
DSM,2024-12-03,22.0,0.0,7.3138947,91.528046
DSM,2024-12-04,31.0,0.0,15.848088,81.630455
DSM,2024-12-05,9.0,0.0,7.59927,70.29693
DSM,2024-12-06,18.0,0.0,7.425263,65.685875
DSM,2024-12-07,32.0,0.0,9.174729,71.669754
DSM,2024-12-08,43.0,0.0,9.733624,92.42049
DSM,2024-12-09,34.0,0.0,9.422713,92.25349
DSM,2024-12-10,30.0,0.01,8.792143,96.02206
DSM,2024-12-11,27.0,0.0001,13.946572,84.91722
DSM,2024-12-12,5.0,0.03,6.1407666,79.58372
DSM,2024-12-13,20.0,0.0001,11.842736,84.46092
DSM,2024-12-14,33.0,0.19,8.489753,100.0
DSM,2024-12-15,38.0,0.0,6.978215,100.0
DSM,2024-12-16,37.0,0.0,7.018677,100.0
DSM,2024-12-17,30.2,0.03,4.8454547,100.0
DSM,2024-12-18,30.0,0.0,7.6767607,96.02206
DSM,2024-12-19,34.0,0.0001,14.784754,88.43512
DSM,2024-12-20,20.0,0.0001,9.0817375,80.8487
DSM,2024-12-21,19.0,0.0,6.0272536,91.79295
DSM,2024-12-22,30.0,0.0,11.432412,91.829796
DSM,2024-12-23,32.0,0.0,8.531094,88.68119
DSM,2024-12-24,32.0,0.0001,4.4278746,92.287315
DSM,2024-12-25,35.0,0.0001,5.859342,100.0
DSM,2024-12-26,44.0,0.02,5.4738674,100.0
DSM,2024-12-27,47.0,0.59,6.2228613,100.0
DSM,2024-12-28,43.0,0.0,4.7896576,100.0
DSM,2024-12-29,38.0,0.0001,5.614634,100.0
DSM,2024-12-30,37.0,0.69,6.661324,100.0
DSM,2024-12-31,33.0,0.07,12.676852,100.0
DSM,2025-01-01,23.0,0.0001,7.871118,88.18114
DSM,2025-01-02,24.8,0.05,5.6487803,92.80228
DSM,2025-01-03,17.0,0.0,7.7056336,87.70293
DSM,2025-01-04,8.0,0.0,5.4458423,76.281494
DSM,2025-01-05,6.0,0.0001,11.597292,64.094666
DSM,2025-01-06,9.0,0.0,7.6007066,76.47972
DSM,2025-01-07,9.0,0.0,5.9832754,75.9797
DSM,2025-01-08,10.0,0.0,6.6328673,79.93247
DSM,2025-01-09,26.0,0.0,7.9066668,87.70293
DSM,2025-01-10,27.0,0.0001,8.472792,84.91722
DSM,2025-01-11,23.0,0.0,7.874648,84.32687
DSM,2025-01-12,30.0,0.0001,14.018626,81.78129
DSM,2025-01-13,12.0,0.0001,9.033959,79.40608
DSM,2025-01-14,17.0,0.0001,7.0140843,80.767914
DSM,2025-01-15,20.0,0.0,8.429078,75.77549
DSM,2025-01-16,27.0,0.0,9.687234,84.85323
DSM,2025-01-17,31.0,0.0,11.494845,81.47782
DSM,2025-01-18,12.0,0.0001,12.190828,73.73185
DSM,2025-01-19,-6.0,0.0001,10.653903,71.59362
DSM,2025-01-20,-5.0,0.0001,10.289927,67.929726
DSM,2025-01-21,-1.0,0.0,10.700681,70.11715
DSM,2025-01-22,28.0,0.03,10.280576,92.15066
DSM,2025-01-23,10.0,0.0001,9.47654,79.40608
DSM,2025-01-24,19.0,0.0,7.7599688,72.971
DSM,2025-01-25,22.0,0.0,9.517033,84.52733
DSM,2025-01-26,9.0,0.0,5.47629,79.846085
DSM,2025-01-27,17.0,0.0,9.151085,76.86922
DSM,2025-01-28,25.0,0.0,8.363479,77.43654
DSM,2025-01-29,25.0,0.0,6.2140865,74.66679
DSM,2025-01-30,44.0,0.0001,4.1265016,92.645485
DSM,2025-01-31,42.0,0.13,7.861972,96.21139
DSM,2025-02-01,33.0,0.0,10.790922,81.55437
DSM,2025-02-02,39.0,0.0,3.812676,100.0
DSM,2025-02-03,38.0,0.0,8.416961,88.91966
DSM,2025-02-04,14.0,0.0,10.008445,77.15537
DSM,2025-02-05,27.0,0.02,7.9308176,100.0
DSM,2025-02-06,27.0,0.0,9.635741,95.96797
DSM,2025-02-07,19.0,0.0,6.7120895,60.67091
DSM,2025-02-08,22.0,0.0001,9.911411,76.67561
DSM,2025-02-09,8.0,0.0,3.969166,76.080894
DSM,2025-02-10,15.0,0.0,5.493662,76.67561
